dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bizitobs_application/10S/short,moiraie_base_7,4529906.346666667,4529906.346666667,844.5761805555555,2.659697120346907,0.0373744795057508,0.0392008463541666,38.72460008235569,2128.357664178337,0.0820822478186427,0.0325719274165543,0.0279277360544426,Web/CloudOps,2
bizitobs_l2c/5T/long,moiraie_base_7,435.8253174603175,435.8253174603175,14.081984126984128,1.3622119934840329,1.170542613564887,0.9716288442460318,8.773605383936818,20.876429710568747,1.1721803179299526,0.7906823561260706,0.6250739433162044,Web/CloudOps,7
bizitobs_l2c/5T/medium,moiraie_base_7,234.3766156462585,234.3766156462585,9.97997581845238,0.9669231483890152,0.660168976705039,0.7844593696853741,6.835596732613245,15.309363659089769,0.805497662410596,0.5250934899508177,0.4145433937620184,Web/CloudOps,7
bizitobs_l2c/5T/short,moiraie_base_7,22.376587495349703,22.376587495349703,2.816921052478609,0.2879262931337477,0.1580720533715132,0.2168415183112735,2.60120514760889,4.730389782602456,0.1624607323074143,0.0967444709780499,0.0773958311767018,Web/CloudOps,7
bizitobs_l2c/H/long,moiraie_base_7,185.12214781746036,185.12214781746036,9.044574652777778,0.9413388728882154,1.0005767711177198,0.9390729631696428,6.325357955549525,13.605960010872453,0.8310913066829232,0.5524687240416434,0.4242969984939141,Web/CloudOps,7
bizitobs_l2c/H/medium,moiraie_base_7,185.3728422619048,185.3728422619048,8.723515973772322,0.8760809238937979,0.7691039796570819,0.953121076311384,6.574404412463926,13.615169564199514,0.824419197367277,0.528222142471777,0.4130138469664551,Web/CloudOps,7
bizitobs_l2c/H/short,moiraie_base_7,156.9918464781746,156.9918464781746,8.157892136346726,0.8111865503624673,0.6457263388507943,0.8367276872907367,5.8251091909789485,12.529638720975742,0.6753796160199419,0.4397312788719331,0.3488907262388291,Web/CloudOps,7
bizitobs_service/10S/long,moiraie_base_7,214842.0808465609,214842.0808465609,142.06813492063492,4.387519689282099,1.5215051463293652,0.1727891839244378,40.95157574062816,463.5106048911512,0.3433834741649454,0.1052486161533197,0.0931887907026028,Web/CloudOps,2
bizitobs_service/10S/medium,moiraie_base_7,117491.7384126984,117491.7384126984,102.783373015873,3.3390802788098344,0.6200776212177579,0.1403800843253968,27.6431457435419,342.77067904460324,0.2579772904776334,0.0773571886332099,0.0667787364875867,Web/CloudOps,2
bizitobs_service/10S/short,moiraie_base_7,19374.94455026455,19374.94455026455,39.93065930886243,1.508650163786849,0.0920007211190682,0.0808757390420903,14.956118727637646,139.1939098892784,0.1031193013949371,0.0295819098367485,0.0256260453001237,Web/CloudOps,2
car_parts/M/short,moiraie_base_7,1.8785206631421885,1.8785206631421885,0.497087234866022,0.8959406669026824,0.8321737237508662,1.8968629924459448,13.801612632261364,1.3705913552704865,3.2865374740748488,1.1919641977816335,1.0135446277799631,Sales,1
covid_deaths/D/short,moiraie_base_7,737391.5258145364,737391.5258145364,160.67415658286342,38.9163752677986,0.1071170227499763,0.3877180993407591,833.8526920429018,858.7150434309023,0.3230956988449872,0.0604544304942602,0.0483388696005479,Healthcare,1
electricity/15T/long,moiraie_base_7,375582.9913806306,375582.9913806306,65.5666997876783,0.98729756406202,0.1635537002359783,0.1512616039195934,7.933643572729091,612.848261301793,0.9668432832195244,0.1034395090848931,0.0826699721354339,Energy,1
electricity/15T/medium,moiraie_base_7,284676.822686585,284676.822686585,59.708976254574885,0.9406893550432672,0.1525982826740348,0.1496378960136894,7.856079006215881,533.5511434591674,0.9193623252308852,0.1028845761451596,0.0827369899337484,Energy,1
electricity/15T/short,moiraie_base_7,162237.04251178913,162237.04251178913,61.975014219541805,1.1878601150795804,0.182585099640828,0.1921242635744112,10.261033125520669,402.78659673801104,0.7939717981823309,0.1221649724215401,0.0991107910964826,Energy,1
electricity/D/short,moiraie_base_7,1669640683.566126,1669640683.566126,4724.741977477477,1.5552040384849093,0.3771245289705057,0.1060949459591427,12.247409828092737,40861.23693142593,0.6714858249270211,0.0776432017865269,0.0603337141359316,Energy,1
electricity/H/long,moiraie_base_7,8863391.379555555,8863391.379555555,288.5481306306306,1.269495485180591,0.3191407382604552,0.1520394122149493,10.787380008937864,2977.144836845456,1.1741850618648924,0.1138032991953873,0.0908505190022123,Energy,1
electricity/H/medium,moiraie_base_7,6474788.289324325,6474788.289324325,261.92614908854165,1.1739939565187532,0.2799198292865378,0.1410628178312971,9.76150631400883,2544.560529703376,0.9932258250673246,0.102238407182045,0.0814261605215404,Energy,1
electricity/H/short,moiraie_base_7,2009812.1465033784,2009812.1465033784,200.5605969568201,1.0661810391212398,0.2656889497461326,0.1406966115762521,10.890499788950567,1417.678435507636,0.6692454626975967,0.0946789244637207,0.0770069816240615,Energy,1
electricity/W/short,moiraie_base_7,74391561157.88109,74391561157.88109,37959.40771396396,1.805909614490071,0.2623531124259852,0.1112481899089641,13.981029950208251,272748.1643529083,0.6223213077018971,0.0866108422917847,0.0687641434564852,Energy,1
ett1/15T/long,moiraie_base_7,11.47064484126984,11.47064484126984,1.8543551587301588,1.1910896163082658,0.8787849441589296,0.4459878394717262,7.652723126636569,3.386834043951643,0.6455339174843802,0.3534419267339632,0.2740140737462504,Energy,7
ett1/15T/medium,moiraie_base_7,12.7169779265873,12.7169779265873,1.869101252480159,1.17253682652035,0.8456384725590966,0.4448458813864087,7.376026801574271,3.5660872012034845,0.6796997464918192,0.3562525467828047,0.2762085176799946,Energy,7
ett1/15T/short,moiraie_base_7,5.367511640276228,5.367511640276228,1.2310704503740584,0.8683619931379353,0.5000314769324552,0.2775479714075724,5.4938968072927565,2.316789079799072,0.4379695727904472,0.2327235586210682,0.1799799371526536,Energy,7
ett1/D/short,moiraie_base_7,46334.52380952381,46334.52380952381,144.50348462301588,1.7795547909367535,1.642438228546627,0.4787601047092014,11.35402664409916,215.25455583918267,0.5653732309781768,0.3795431955919061,0.2887434044880144,Energy,7
ett1/H/long,moiraie_base_7,160.3961970899471,160.3961970899471,7.289730076058201,1.3942978465834324,4320360697125.877,0.4819835521556713,10.2821579912917,12.664762022633788,0.6064880232937665,0.3490893848832249,0.2755355119520181,Energy,7
ett1/H/medium,moiraie_base_7,149.83091517857142,149.83091517857142,7.158427501860119,1.3726114451834064,4813954921670.491,0.4700305393763951,9.764638976087427,12.24054390860845,0.586293037115353,0.3428717083465584,0.2699789844940616,Energy,7
ett1/H/short,moiraie_base_7,119.20578148251488,119.20578148251488,5.573079390752883,0.9287660801987342,0.493926925886245,0.2949181227456955,6.084565340496908,10.918140019367533,0.5095942695776988,0.260118419107228,0.2020347236082624,Energy,7
ett1/W/short,moiraie_base_7,1098038.7142857143,1098038.7142857143,848.7329799107143,1.5828252752920184,0.611220291682652,0.5733082635062081,8.58163124967239,1047.8734247444747,0.4169738460856457,0.337731110052152,0.2538991051255865,Energy,7
ett2/15T/long,moiraie_base_7,14.444552331349206,14.444552331349206,2.484871496775793,1.0268565057928931,0.1499347095177754,0.1817995101686507,7.096086869714773,3.800598943765207,0.202540797296251,0.132423300006787,0.1038404029082594,Energy,7
ett2/15T/medium,moiraie_base_7,13.866984126984129,13.866984126984129,2.3800816902281747,0.9867761819715636,0.1449616783011548,0.1755603414868551,6.657139814103949,3.7238399706464462,0.1984501726749346,0.1268388615325585,0.0994251938957594,Energy,7
ett2/15T/short,moiraie_base_7,10.282984125046504,10.282984125046504,2.1239463987804594,0.9140683425167536,0.1242262641253316,0.1509240786234537,6.327536999528229,3.2067092361245515,0.1522338993664918,0.1008312941782441,0.0797519807744287,Energy,7
ett2/D/short,moiraie_base_7,101634.93333333332,101634.93333333332,194.5253224206349,1.2828721192873769,0.4216079469711061,0.1357391478523375,11.2652857857575,318.80234210766605,0.1824589917042922,0.1113319743988415,0.0906928174109266,Energy,7
ett2/H/long,moiraie_base_7,298.23234126984124,298.23234126984124,11.971378968253967,1.4187856193048916,0.2473052017894139,0.2881718065372851,7.739863612538063,17.269404774625013,0.236491206872955,0.1639388211165122,0.1272609697424089,Energy,7
ett2/H/medium,moiraie_base_7,251.0139136904762,251.0139136904762,10.739022972470238,1.2421161030138488,0.2142269524501427,0.231260499500093,7.597142197896513,15.843418623847448,0.2135002544776029,0.1447152405612846,0.1131441635432819,Energy,7
ett2/H/short,moiraie_base_7,117.011669921875,117.011669921875,6.970855712890625,0.7977741597572277,0.1261339470497594,0.1175029192652021,5.538731333747922,10.81719325527075,0.1371921001801399,0.0884098409574226,0.0696111356636813,Energy,7
ett2/W/short,moiraie_base_7,3056249.1428571427,3056249.1428571427,1253.5248325892858,0.8583760297430064,0.1465284824371338,0.1671082632882254,9.045074844429893,1748.2131285564535,0.1466482797451275,0.1051515157472869,0.0884932987274502,Energy,7
hierarchical_sales/D/short,moiraie_base_7,28.928567945173626,28.928567945173626,2.292771540086296,0.7431870727856279,0.6195395607507714,1.0708532124425123,7.2482998624925346,5.378528418180351,1.650072955088621,0.703396917585353,0.5714907894538143,Sales,1
hierarchical_sales/W/short,moiraie_base_7,485.885593220339,485.885593220339,9.220315706931938,0.7486322577873913,0.5464167217537862,0.4705243514756025,6.767067223172289,22.042812733867223,1.0119963145535111,0.4233092040971099,0.3545437147053093,Sales,1
hospital/M/short,moiraie_base_7,3525.8011054976096,3525.8011054976096,20.113481994920686,0.8121016202667359,0.1987146695040454,0.1851952680034878,5.398723553676599,59.37845657726049,0.215557585894436,0.0730166102770793,0.0574519613406868,Healthcare,1
jena_weather/10T/long,moiraie_base_7,2494.437037037037,2494.437037037037,13.662769200562169,0.7807025416186392,1.037620535327168,0.7259528861535727,7.556697306956247,49.94433938933457,0.305617972887326,0.0836048264559663,0.0711812792733194,Nature,21
jena_weather/10T/medium,moiraie_base_7,2302.525568181818,2302.525568181818,13.00712538329726,0.7511341640723836,1.0636836805207952,0.7315157891695978,7.072372866700312,47.98463887726798,0.2944809084766785,0.0798245061162274,0.0680271578138509,Nature,21
jena_weather/10T/short,moiraie_base_7,1138.706552172464,1138.706552172464,7.417589375329396,0.3330847860689075,0.6363391548529516,0.5784756932939802,2.485746256351897,33.744726286820935,0.2095970432284622,0.0460725266442327,0.0373916267710404,Nature,21
jena_weather/D/short,moiraie_base_7,356.6750496031746,356.6750496031746,9.49627201140873,1.1470527554305918,0.6527329911233608,0.467205810546875,7.121253005766512,18.885842570644677,0.1137236397536884,0.0571830784456028,0.0446055509775564,Nature,21
jena_weather/H/long,moiraie_base_7,3246.6896825396825,3246.6896825396825,15.250664475859788,0.953991826170109,3.289080756446414,0.6635536799355158,8.488704167819144,56.979730453378615,0.3430811066354678,0.0918258967473572,0.0726478212910129,Nature,21
jena_weather/H/medium,moiraie_base_7,2493.0829365079367,2493.0829365079367,13.04481956845238,0.8372073241446533,3.445187267931534,0.6745628720238095,6.427284211080748,49.93078145300689,0.3055353070895553,0.0798235644784789,0.0640414065934005,Nature,21
jena_weather/H/short,moiraie_base_7,1134.3453237586152,1134.3453237586152,9.133259173323935,0.5836862917998891,2.269895632293678,0.6317518927598856,5.028346027667707,33.6800434049396,0.2064565226386566,0.0559862974821915,0.0452336353543545,Nature,21
kdd_cup_2018/D/short,moiraie_base_7,2871.862937612208,2871.862937612208,20.72114085409186,1.1774936973077397,0.5217527507094835,0.4552292832986448,9.25580928755187,53.58976523191912,1.2004676773996958,0.4641755702144321,0.3700014263205828,Nature,1
kdd_cup_2018/H/long,moiraie_base_7,4221.435134842191,4221.435134842191,25.25610884669354,1.0745712589933305,1.0992322271290544,0.6456072132552833,9.174201960143504,64.97257217351172,1.524519057745982,0.5926103580825822,0.480167152867724,Nature,1
kdd_cup_2018/H/medium,moiraie_base_7,5526.241390696511,5526.241390696511,27.001525044099644,1.1074337326231505,0.973554839905072,0.607542597087778,10.209994368462194,74.33869376506767,1.5560434450201732,0.5651908033681743,0.4637728746298446,Nature,1
kdd_cup_2018/H/short,moiraie_base_7,5073.531807690451,5073.531807690451,23.930293227317755,0.9844931606157268,0.8467955109081744,0.532388789768869,8.902143055486858,71.2287288086096,1.4909462941319738,0.5009043766684249,0.4091907703623462,Nature,1
loop_seattle/5T/long,moiraie_base_7,89.61384872004358,89.61384872004358,5.289086100540362,0.8355134063934758,0.1579688135476687,0.1200372499217272,6.6890247112588845,9.46645914373709,0.1673689429908224,0.0935121291492129,0.0744794323685957,Transport,1
loop_seattle/5T/medium,moiraie_base_7,75.21381364285023,75.21381364285023,4.879286643265448,0.7758576505178946,0.1519289081286104,0.1116409023824245,6.1082378118940746,8.672589788687704,0.1543031924469269,0.08681253515548,0.0690256534959733,Transport,1
loop_seattle/5T/short,moiraie_base_7,39.95790707614768,39.95790707614768,3.4225322349398746,0.5456891944207816,0.0922388144444878,0.0729303299211988,4.185392087104902,6.3212267065932455,0.108395081240021,0.058688871143626,0.0463657489987285,Transport,1
loop_seattle/D/short,moiraie_base_7,19.09175263238519,19.09175263238519,3.0142151075743056,0.9129357371230846,0.0555734679179787,0.0555676388543702,8.629196999467075,4.369411016645744,0.0780872108004531,0.0538680498598991,0.0442485817978014,Transport,1
loop_seattle/H/long,moiraie_base_7,66.9893493883299,66.9893493883299,4.749172118048837,0.9925793087641812,0.1327016545030969,0.10805737049587,8.668519683084224,8.184702156360359,0.1462715635140673,0.0848740513501262,0.069414125359108,Transport,1
loop_seattle/H/medium,moiraie_base_7,78.1488518587945,78.1488518587945,5.148125250691354,1.0546354499606083,0.1253945517958256,0.1152381224774969,9.280179760408828,8.84018392675144,0.1562492615231963,0.0909925376343429,0.0746651853525914,Transport,1
loop_seattle/H/short,moiraie_base_7,74.38686933719991,74.38686933719991,4.956324368011141,1.0043012761341867,0.1289468598154702,0.1123249392617979,9.02716784314361,8.624782277669386,0.1526674169717181,0.087731981466634,0.0721775167381833,Transport,1
m4_daily/D/short,moiraie_base_7,389388.0069113522,389388.0069113522,182.58313072029512,3.398896079525308,0.0411837291224399,0.0324682044275446,27.22902920509245,624.0096208483906,0.0963922402133436,0.0282040475135094,0.0224781831088291,Econ/Fin,1
m4_hourly/H/short,moiraie_base_7,659153.3895682368,659153.3895682368,206.4831603905621,1.5661617953736289,0.1067850355556813,0.0988943066190022,12.161785340180256,811.882620560532,0.1108399128442796,0.0281895127718095,0.0239588474258432,Econ/Fin,1
m4_monthly/M/short,moiraie_base_7,1976641.530460648,1976641.530460648,586.5313774775752,1.034083300065802,0.1624927067580046,0.1366962782365304,8.500192183394004,1405.9308412794169,0.2922006929233128,0.1219013552361153,0.0975559991512432,Econ/Fin,1
m4_quarterly/Q/short,moiraie_base_7,1880016.7404479168,1880016.7404479168,591.3928078613282,1.2795404217861308,0.1182902689973513,0.1084987801214059,9.836728526240012,1371.1370246798515,0.229504192542812,0.0989887417528759,0.0789314920444169,Econ/Fin,1
m4_weekly/W/short,moiraie_base_7,412467.8225841011,412467.8225841011,324.4690847975145,2.595490043410065,0.0779244369987453,0.0812546521814778,18.564867500201583,642.2365783604209,0.1170055402004425,0.0591132330737019,0.0460616609011658,Econ/Fin,1
m4_yearly/A/short,moiraie_base_7,4142098.078639621,4142098.078639621,995.2156269043268,3.742959789706497,0.1760995305078138,0.1670470803527221,39.69407785560432,2035.2145043310843,0.3263560785493625,0.1595874383836961,0.1308844922641975,Econ/Fin,1
m_dense/D/short,moiraie_base_7,11643.843703703704,11643.843703703704,57.91993055555555,0.810294994455563,0.141156342932699,0.1176611328125,6.883568478857441,107.90664346417094,0.1868023613199115,0.1002679672716868,0.0809040316009698,Transport,1
m_dense/H/long,moiraie_base_7,45423.47061728395,45423.47061728395,97.89347222222224,0.804166226841885,0.3087767024037122,0.223183292341821,7.451079581213618,213.1278269426213,0.3689557744594855,0.1694680717032881,0.1373399275575325,Transport,1
m_dense/H/medium,moiraie_base_7,37816.72444444445,37816.72444444445,88.04407118055556,0.7481237897764322,0.3046295567926451,0.2129512193467882,7.42600194910108,194.46522682588895,0.3383449266060636,0.1531855606676427,0.1253316477446328,Transport,1
m_dense/H/short,moiraie_base_7,51212.79611111112,51212.79611111112,99.92503472222222,0.8600017692072962,0.3152921679428735,0.2323996437920464,8.914665177796428,226.30244389115887,0.4014041754106892,0.1772421255196401,0.1452714561209594,Transport,1
restaurant/D/short,moiraie_base_7,154.9400811822873,154.9400811822873,7.618547796746579,0.7298370061287469,0.6600882944477766,0.4187197412241626,5.050962895705179,12.44749296775408,0.5728624669274738,0.3506232216041643,0.2747469846324085,Sales,1
saugeen/D/short,moiraie_base_7,1217.49625,1217.49625,13.353855794270832,2.9670956410492484,0.3137034606933593,0.3484896850585937,30.252190328814148,34.89263890851478,1.1301808879560022,0.4325345709384702,0.3551151246130283,Nature,1
saugeen/M/short,moiraie_base_7,483.0699404761905,483.0699404761905,13.662914457775296,0.8005393466854871,0.4359010060628255,0.3936205818539574,5.101618992912916,21.97885211916652,0.6598710765561812,0.4102016803818913,0.3212329805857397,Nature,1
saugeen/W/short,moiraie_base_7,1335.26357421875,1335.26357421875,17.407977294921874,1.4123814996392023,0.4507133960723877,0.4512444972991943,16.11420480132559,36.54125851990801,1.1030282734053924,0.5254742698212432,0.4327737436249675,Nature,1
solar/10T/long,moiraie_base_7,85.50843692974452,85.50843692974452,4.463582851784266,1.959164907507344,1.5314754911447463,1.902072804054268,24.237553941867457,9.247077210110474,1.998607789139354,0.9647320177332344,0.827637169779665,Energy,1
solar/10T/medium,moiraie_base_7,71.52632368391949,71.52632368391949,3.968649211665008,1.7489236255517775,1.422209376629544,1.854788083129424,21.800578313033235,8.457323671464838,1.8767137725502696,0.8806590504608732,0.7473553800486332,Energy,1
solar/10T/short,moiraie_base_7,35.194598670829535,35.194598670829535,2.660755252142022,1.167494406063443,3.9261262145930327,1.6334347727234926,8.511145604018594,5.932503575290076,1.725764617780568,0.7740134013313247,0.6173414878952359,Energy,1
solar/D/short,moiraie_base_7,117507.62141119222,117507.62141119222,254.40693050486615,0.9918591208903318,1.0098944076946472,0.4364005040078267,5.346104648912136,342.79384681057536,0.4952203678761439,0.3675313745770935,0.278067784171812,Energy,1
solar/H/long,moiraie_base_7,789.5491078669911,789.5491078669911,12.156227110578874,0.9247581912474226,6.808624078477177,1.4059207170645782,4.903318204229839,28.09891648919921,0.97424076121588,0.4214785989444034,0.3253427251359445,Energy,1
solar/H/medium,moiraie_base_7,773.7285774026764,773.7285774026764,11.44596211602798,0.875037826696775,5.317855568609463,1.4027084090703883,4.460558086888113,27.815977016863464,1.0019964406841886,0.4123102810127115,0.3205863880656198,Energy,1
solar/H/short,moiraie_base_7,716.1990711838904,716.1990711838904,11.13951784774579,0.8558096474508147,4.447443449080034,1.4048466764907297,4.645504216968405,26.761895881717543,0.986452396529072,0.4106063384169317,0.3195731721986703,Energy,1
solar/W/short,moiraie_base_7,1762883.6058394162,1762883.6058394162,1062.9528826414237,1.1700411376141655,0.2429880260551062,0.2078534799770717,7.059174198423389,1327.7362711922185,0.2710241679953735,0.2169752584807326,0.1626364482105643,Energy,1
sz_taxi/15T/long,moiraie_base_7,17.039700743411682,17.039700743411682,2.845310482883725,0.5391898684460141,7891322675821.271,0.4144269372662927,4.369268029455308,4.127917240378213,0.3820726469612981,0.2633568563313805,0.2114160925197424,Transport,1
sz_taxi/15T/medium,moiraie_base_7,17.438300030048076,17.438300030048076,2.860769731570513,0.5586230215769296,11539953987003.436,0.4179371499607706,4.239376336513999,4.175919064116075,0.3886389561890001,0.2662423637298125,0.2113443184844458,Transport,1
sz_taxi/15T/short,moiraie_base_7,17.377183851304945,17.377183851304945,2.813329862005399,0.5624290962878723,1096837597658.626,0.4072134509336963,4.014984338257416,4.168594949297058,0.3897814696820358,0.2630583833763312,0.2072185102184143,Transport,1
sz_taxi/H/short,moiraie_base_7,7.644245115100828,7.644245115100828,1.9208499875843013,0.5863378800362842,1.019781014858148,0.3038804714496319,4.444047297135239,2.7648227999459256,0.2575603114844781,0.1789390340411127,0.1419810809865906,Transport,1
temperature_rain/D/short,moiraie_base_7,189.60291964525675,189.60291964525675,5.834757990432668,1.347808672368287,16.532034885286023,1.5448648801293017,20.837734730985797,13.76963760036032,1.621050405874894,0.6869052827014961,0.5556072992712733,Nature,1
us_births/D/short,moiraie_base_7,370814.56,370814.56,448.19916666666666,0.6599595006153707,0.0435895252227783,0.042945213317871,4.444689373679225,608.9454491167497,0.057083694547386,0.0420150349485372,0.0335985523441034,Healthcare,1
us_births/M/short,moiraie_base_7,145285258.66666666,145285258.66666666,10544.1328125,1.1909939622395944,0.0326292912165323,0.033130129178365,8.022743830498177,12053.433480409914,0.0374378822108819,0.0327500046266356,0.023703901578956,Healthcare,1
us_births/W/short,moiraie_base_7,4735089.142857143,4735089.142857143,1613.9896763392858,1.4662600576236515,0.0215254234416144,0.021772529397692,12.26214764009304,2176.025997743856,0.0295393395503934,0.021909751597475,0.0178622020755964,Healthcare,1
bitbrains_fast_storage/5T/long,moiraie_base_8,5202322.320431385,5202322.320431385,388.0584629883462,0.9840607458517496,3.560609053509164,0.837825301745362,18.128239655778422,2280.8599957979413,6.027631905169424,1.025522643603233,0.714430814172858,Web/CloudOps,2
bitbrains_fast_storage/5T/medium,moiraie_base_8,3578094.943405927,3578094.943405927,283.4586889029088,1.058485950455052,3.661976532457517,0.8210599817759435,23.068012955329404,1891.5852990034384,5.747158405877476,0.8612257599515205,0.6185092216231669,Web/CloudOps,2
bitbrains_fast_storage/5T/short,moiraie_base_8,2111865.942378441,2111865.942378441,175.40111390527173,0.8047434795557945,2.134775226092021,0.780834886804849,15.68474645723891,1453.226046552442,4.562770382311363,0.5507161184249493,0.4203302340432159,Web/CloudOps,2
bitbrains_fast_storage/H/short,moiraie_base_8,2348501.826285891,2348501.826285891,252.568409797552,1.0654475490712083,2.6622156288427714,0.5937468729085434,21.513621806163457,1532.482243383554,4.368072140817279,0.719902001638454,0.5803603466793004,Web/CloudOps,2
bitbrains_rnd/5T/long,moiraie_base_8,2781780.5256457743,2781780.5256457743,188.55647498105276,3.4424772916615463,1.5259195947758335,0.7074864091383906,120.3521889721821,1667.8670587447234,6.389223093337011,0.7223173921630616,0.6470651715685832,Web/CloudOps,2
bitbrains_rnd/5T/medium,moiraie_base_8,2395153.8325661337,2395153.8325661337,159.63588739183336,4.520471472858306,0.8339883318673705,0.722874409643635,164.21295462533817,1547.6284543023023,6.511661892451224,0.671669561067652,0.6472015158287534,Web/CloudOps,2
bitbrains_rnd/5T/short,moiraie_base_8,2031837.9608945784,2031837.9608945784,135.21999728872197,1.794818248117744,0.9247774170018996,0.7086212431877541,56.867503970552,1425.425536776502,5.832429816014662,0.5532811946751456,0.4573785070541742,Web/CloudOps,2
bitbrains_rnd/H/short,moiraie_base_8,1815262.5175397468,1815262.5175397468,149.3353949606528,5.95648139318729,1.3072417580394176,0.5785942196332811,203.93301970286623,1347.316784405118,5.896517594274543,0.6535647696411806,0.5912960190419403,Web/CloudOps,2
bizitobs_application/10S/long,moiraie_base_8,20814087.964444444,20814087.964444444,2375.1447222222223,6.62826379559831,0.0934033711751302,0.0931944020589192,81.33645238955079,4562.245934235072,0.1759475898652814,0.0915998382113327,0.0832109419717598,Web/CloudOps,2
bizitobs_application/10S/medium,moiraie_base_8,19795570.346666668,19795570.346666668,2058.26375,6.473770040265098,0.0886794153849283,0.089594923655192,57.30343125764864,4449.221319137391,0.1747078263617576,0.0808219596303242,0.0709201925096551,Web/CloudOps,2
bizitobs_application/10S/short,moiraie_base_8,5944639.1466666665,5944639.1466666665,924.2260416666668,2.790622934566008,0.0400126054551866,0.0411480882432725,26.056722554588333,2438.163068104073,0.0940302039204684,0.0356437041900162,0.0294972508179565,Web/CloudOps,2
bizitobs_l2c/5T/long,moiraie_base_8,908.7889682539684,908.7889682539684,19.715298859126985,1.8872859122777863,1.8015682788834095,1.066852291046627,16.267569111643223,30.14612691962217,1.6926599579960802,1.1069845565152387,0.8866111185348134,Web/CloudOps,7
bizitobs_l2c/5T/medium,moiraie_base_8,523.9951105442177,523.9951105442177,13.481026785714286,1.291114079770426,0.8296155217489907,0.8515179900085034,10.26775978522706,22.890939485836263,1.2044000427983694,0.7093002560129344,0.5623492111019999,Web/CloudOps,7
bizitobs_l2c/5T/short,moiraie_base_8,24.13329845610119,24.13329845610119,2.94088861374628,0.3018477740915379,0.1481636366730539,0.2173134741329011,3.0337392248664043,4.912565364053815,0.1687173791655585,0.1010020188148013,0.0805094815529498,Web/CloudOps,7
bizitobs_l2c/H/long,moiraie_base_8,302.2784226190476,302.2784226190476,11.15034877232143,1.086747577957675,0.8279810293974259,1.1152828156001984,7.929240953444363,17.38615606219637,1.0619965918154617,0.6810954849017463,0.5352091821170808,Web/CloudOps,7
bizitobs_l2c/H/medium,moiraie_base_8,337.5289806547619,337.5289806547619,12.000918433779765,1.1305370628928737,0.778243782125298,1.1598985944475446,7.4301909504764465,18.371961807459808,1.112450192849198,0.7266738395136956,0.5618035459221471,Web/CloudOps,7
bizitobs_l2c/H/short,moiraie_base_8,255.693839905754,255.693839905754,10.051199776785714,0.9374465296838946,0.6170030040420789,1.0542176261780754,6.193022534184613,15.990429634808253,0.8619251095142256,0.5417854095362631,0.4221548290408115,Web/CloudOps,7
bizitobs_service/10S/long,moiraie_base_8,212353.8014814815,212353.8014814815,129.5057671957672,3.46400662136647,0.2809867414847883,0.1718678049561838,36.51622919687796,460.8186210229373,0.3413891664548115,0.0959420125339361,0.0877907051113724,Web/CloudOps,2
bizitobs_service/10S/medium,moiraie_base_8,131342.0088888889,131342.0088888889,104.25664682539684,3.489114122602265,0.2769595385354663,0.1651341417100694,28.94667602372044,362.411380738642,0.2727593454078577,0.0784660092201165,0.0681373384009788,Web/CloudOps,2
bizitobs_service/10S/short,moiraie_base_8,23852.304126984127,23852.304126984127,42.60498346560846,1.7085967956468304,0.163606611786696,0.1053522003012359,17.385256251673912,154.44191182118968,0.114415509024553,0.0315631347263045,0.026638253834963,Web/CloudOps,2
car_parts/M/short,moiraie_base_8,1.9913441966028824,1.9913441966028824,0.5050112431752851,0.8932817079109807,0.8255819850719656,1.893083232070276,15.77836557864345,1.4111499553920137,3.3837928366472405,1.2109651568589903,1.0274839813411896,Sales,1
covid_deaths/D/short,moiraie_base_8,566138.3246710526,566138.3246710526,121.92114784030387,36.98019067417767,0.0984840101448124,0.3755726730614377,789.254816091688,752.421640219799,0.2831022904893003,0.0458734230485339,0.0398763069684084,Healthcare,1
electricity/15T/long,moiraie_base_8,380913.4093367117,380913.4093367117,65.5896430884009,1.0165160225720136,0.1699896686201196,0.1564757799486498,7.977786735678345,617.1818284239351,0.973680016761893,0.1034757049552239,0.0821637241340241,Energy,1
electricity/15T/medium,moiraie_base_8,280409.39421846846,280409.39421846846,61.48108634220158,0.9966664831091252,0.1660380125097262,0.1574497288884343,8.103153410339196,529.5369620890202,0.912445486679232,0.1059381001994104,0.084588205498765,Energy,1
electricity/15T/short,moiraie_base_8,182121.08582629505,182121.08582629505,66.764103893933,1.3091215886353904,0.1997493345880262,0.2069236444352983,11.272712305015146,426.7564713349934,0.8412211470685598,0.131605212417674,0.1071843684686505,Energy,1
electricity/D/short,moiraie_base_8,2468661247.5387387,2468661247.5387387,5325.2596531531535,1.623532131040217,0.5414112228053292,0.1099174991642032,12.903838832671736,49685.624153659766,0.8164998132049911,0.0875117015461171,0.0682478395255088,Energy,1
electricity/H/long,moiraie_base_8,8000457.293309309,8000457.293309309,284.60995945945945,1.2883687681748484,0.2979802136195135,0.154336084131006,10.684789780639038,2828.507962391004,1.1155627216056152,0.1122500856254503,0.0895816408892341,Energy,1
